market_id,symbol,archetype,relevance,split,entry_date,entry_prob,entry_price,exit_date,exit_price,exit_reason,rf_target,peak_pct,trough_pct,return_pct
569181,INSM,fda_approval+direct_company,0.95,train,2025-07-29,0.785,105.0,2025-07-31,107.1,profit_lock_2%,0.0047,2.3,-2.66,2.0
569182,TNXP,fda_approval+direct_company,0.95,train,2025-07-29,0.8,42.63,2025-07-31,43.48,profit_lock_2%,0.0287,2.63,-11.92,2.0
569186,TLX,fda_approval+direct_company,0.95,train,2025-07-29,0.805,13.49,2025-08-01,14.16,profit_lock_5%,-0.0202,5.04,-4.38,5.0
569187,PGEN,fda_approval+direct_company,0.95,train,2025-07-29,0.75,1.57,2025-07-30,1.73,rf_target,0.0135,0.0,0.0,10.19
569189,OTLK,fda_approval+direct_company,0.95,train,2025-08-16,0.735,2.77,2025-08-20,2.94,profit_lock_6%,0.0096,6.5,-16.25,6.0
569190,SNY,fda_approval+direct_company,0.9,train,2025-07-29,0.775,49.35,2025-07-31,46.54,trailing_3.7ATR,-0.0083,0.0,-9.36,-5.69
598107,MU,earnings_beat+direct_company,1.0,train,2025-09-15,0.8,157.77,2025-09-19,170.39,profit_lock_8%,-0.0161,8.04,-1.59,8.0
598111,JBL,earnings_beat+direct_company,0.9,train,2025-09-15,0.73,216.06,2025-09-19,224.7,profit_lock_4%,-0.0064,4.83,-3.54,4.0
598106,FDX,earnings_beat+direct_company,1.0,train,2025-09-15,0.76,181.86,2025-09-18,187.32,profit_lock_3%,-0.0019,3.18,-0.58,3.0
598110,ACN,earnings_beat+direct_company,1.0,train,2025-09-20,0.735,239.99,2025-09-30,247.19,profit_lock_3%,-0.0032,3.81,-4.41,3.0
599650,CASH,earnings_beat+direct_company,1.0,train,2025-09-16,0.765,74.62,2025-09-18,80.59,profit_lock_8%,-0.0211,8.07,-1.26,8.0
599651,MLKN,earnings_beat+direct_company,1.0,train,2025-09-16,0.705,20.18,2025-09-18,20.99,profit_lock_4%,-0.0603,4.11,-0.99,4.0
599652,PRGS,earnings_beat+direct_company,1.0,train,2025-09-16,0.73,42.11,2025-09-18,42.95,profit_lock_2%,-0.0169,2.18,-2.04,2.0
613052,JPM,earnings_beat+direct_company,1.0,train,2025-09-26,0.8,316.06,2025-10-13,307.97,resolution-1d,-0.0309,0.62,-4.83,-2.56
613046,XOM,earnings_beat+direct_company,1.0,train,2025-09-26,0.77,117.22,2025-10-30,114.69,resolution-1d,-0.0162,0.0,-5.83,-2.16
613049,LEVI,earnings_beat+direct_company,1.0,train,2025-09-26,0.88,23.02,2025-10-02,24.4,profit_lock_6%,-0.0045,6.08,-1.39,6.0
613050,PEP,earnings_beat+direct_company,1.0,train,2025-09-26,0.775,140.44,2025-10-01,143.14,rf_target,0.0012,0.42,-0.94,1.92
613051,DAL,earnings_beat+direct_company,1.0,train,2025-10-03,0.895,57.26,2025-10-07,58.41,profit_lock_2%,-0.0075,2.22,-1.73,2.0
613055,WFC,earnings_beat+direct_company,1.0,train,2025-09-26,0.815,85.01,2025-10-10,79.31,trailing_3.7ATR,-0.0333,0.21,-8.69,-6.7
613056,GS,earnings_beat+direct_company,1.0,train,2025-09-26,0.785,802.51,2025-10-13,786.78,resolution-1d,-0.0199,0.89,-4.8,-1.96
613057,C,earnings_beat+direct_company,0.95,train,2025-09-26,0.805,103.42,2025-10-02,97.6,trailing_3.7ATR,-0.0295,0.94,-6.5,-5.62
613066,DPZ,earnings_beat+direct_company,0.95,train,2025-10-02,0.795,431.24,2025-10-13,408.26,resolution-1d,-0.017,0.0,-6.42,-5.33
613067,JNJ,earnings_beat+direct_company,0.95,train,2025-09-26,0.855,179.71,2025-09-29,181.62,rf_target,0.0025,0.0,-1.33,1.06
614609,IBKR,earnings_beat+direct_company,0.95,train,2025-09-27,0.725,68.8,2025-10-01,70.18,profit_lock_2%,-0.0163,2.14,-3.17,2.0
614613,BAC,earnings_beat+direct_company,0.95,train,2025-09-27,0.805,52.42,2025-10-10,49.62,trailing_3.7ATR,-0.0303,0.29,-7.38,-5.34
614614,MS,earnings_beat+direct_company,0.95,train,2025-09-27,0.81,161.16,2025-10-14,155.34,resolution-1d,-0.0257,0.66,-5.78,-3.61
614615,TSLA,earnings_beat+direct_company,0.95,train,2025-10-04,0.745,453.25,2025-10-21,442.6,resolution-1d,-0.0225,0.0,-9.22,-2.35
614616,SCHW,earnings_beat+direct_company,0.95,train,2025-09-27,0.81,96.89,2025-10-15,94.33,resolution-1d,-0.0274,0.42,-5.09,-2.64
614637,MKC,earnings_beat+direct_company,0.95,train,2025-09-27,0.725,66.8,2025-10-01,67.76,rf_target,0.0086,0.72,-2.86,1.44
614638,OMC,earnings_beat+direct_company,0.95,train,2025-09-27,0.765,79.13,2025-10-01,82.3,profit_lock_4%,-0.0397,4.84,-2.94,4.0
614639,CFG,earnings_beat+direct_company,0.95,train,2025-09-27,0.755,53.65,2025-10-07,54.72,profit_lock_2%,-0.029,2.96,-2.69,2.0
614644,ABT,earnings_beat+direct_company,0.95,train,2025-09-27,0.775,133.11,2025-10-14,133.27,poly<0.5086309257760945,-0.0054,1.76,-3.03,0.12
619541,STT,earnings_beat+direct_company,0.95,train,2025-10-04,0.88,116.9,2025-10-16,112.95,resolution-1d,-0.0112,1.15,-5.16,-3.38
619556,BLK,earnings_beat+direct_company,0.95,train,2025-10-04,0.865,1179.27,2025-10-13,1155.12,resolution-1d,-0.0125,0.4,-4.06,-2.05
620069,GBCI,earnings_beat+direct_company,0.95,train,2025-10-04,0.78,48.47,2025-10-15,49.44,profit_lock_2%,-0.0191,2.25,-4.99,2.0
619549,USB,earnings_beat+direct_company,0.95,train,2025-10-04,0.8,47.72,2025-10-15,46.45,resolution-1d,-0.0241,1.07,-5.22,-2.66
619852,UNTY,earnings_beat+direct_company,0.95,train,2025-10-04,0.85,49.52,2025-10-09,50.22,resolution-1d,-0.0052,1.35,-3.53,1.41
619857,AZZ,earnings_beat+direct_company,0.95,train,2025-10-04,0.865,106.94,2025-10-07,105.08,resolution-1d,-0.0042,0.0,-2.23,-1.74
619980,RELL,earnings_beat+direct_company,0.95,train,2025-10-04,0.81,9.62,2025-10-07,9.84,rf_target,0.0103,0.0,-1.87,2.29
619983,RGP,earnings_beat+direct_company,0.95,train,2025-10-04,0.81,4.92,2025-10-07,4.85,resolution-1d,-0.005,0.0,-3.66,-1.42
